MIN.SAN.;CODICE SFM;EAN;PRODOTTO;ATC/GMP;GIACENZA;DITTA;PREZZO;IVA;P.P.
971552474;0167112;             ;PROSTAFIX FORTE 30CPS           ;4AA2F11;0000050;DICTA PHARMA                  ;    9,62;10;    22,00
975699442;0192897;8059173430819;PROSTAFLOR 30CPS                ;4AA2F11;0000028;AVD REFORM                    ;   15,00;10;    23,00
972595971;0194208;8056157940128;PROSTAFLOW 30PRL                ;4AA2F99;0000008;PH SHOP                       ;   13,81;10;    22,90
912940879;2940870;8711596427110;PROSTAFORCE 60CPS VOGEL         ;4AA2F11;0000024;SCINTI ROGER                  ;   24,37;10;    39,20
938857897;8857892;             ;PROSTALEX 30CPR 39G             ;4AA2F11;0000092;CETRA ITALIA SRL              ;   17,66;10;    31,00
971341829;0169087;             ;PROSTALGEM 30CPS                ;4AA2F11;0000001;ALGEM NATURA                  ;   15,34;10;    23,80
949977134;0352787;             ;PROSTALIEVE 30CPR               ;4AA2F11;0000002;NOVERA                        ;   15,54;10;    23,90
989979733;0349488;             ;PROSTALUX 30CPR                 ;4AA2F11;0000008;UP PHARMA                     ;   14,04;10;    25,00
912256207;0022909;             ;PROSTAMED PLEX 60CPS 500M NATUR ;4AA2F11;0000002;NATUR SRL                     ;   23,47;10;    39,90
982709572;0284131;8058456784984;PROSTAMEN HC 60PRL              ;4AA2F11;0000004;FARMADERBE                    ;   19,50;10;    34,00
902298595;2298594;8058456780344;PROSTAMEN INT 60 CPR            ;4AA2F11;0000001;FARMADERBE                    ;   10,41;10;    22,00
926562719;0103865;8012992009406;PROSTAMOL  30CPS                ;4AA2F11;0000614;MENARINI OTC                  ;   12,71;10;    24,90
973953944;0184463;8059591080214;PROSTAMOL  60CPS MOLLI          ;4AA2F11;0001636;MENARINI OTC                  ;   22,52;10;    39,90
980807174;0221499;8059591080634;PROSTAMOL  90CPS                ;4AA2F11;0000120;MENARINI OTC                  ;   35,85;10;    56,90
935873796;0162914;8429603003218;PROSTANOX 30CPR                 ;4AA2F11;0000188;URIACH ITALY                  ;   25,18;10;    39,90
944775550;0232752;8056590980903;PROSTAPET CANE GEL 30BUST       ;8AC2C  ;0000021;NBF LANES VET                 ;   18,04;10;    42,10
944775547;0235067;8056590980910;PROSTAPET CANE GEL 60BUST       ;8AC2C  ;0000024;NBF LANES VET                 ;   24,92;10;    58,50
986958167;0321788;8053782430871;PROSTAPLAS PLUS 30CPR           ;4AA2F99;0000057;FITOBIOS                      ;   11,77;10;    23,00
975201373;0188829;8053839910240;PROSTARID 30OVALINE             ;4AA2F11;0000009;POLARIS                       ;   15,45;10;    24,90
927042832;0140789;8032185002014;PROSTASOL FORTE 48CPS           ;4AA2F11;0000066;HERBOPLANET                   ;   13,32;10;    24,40
973645346;0180453;8030936400348;PROSTATACT 30CPR                ;4AA2F11;0000019;F&F                           ;    6,79;10;    13,90
978266207;0205924;8030936400508;PROSTATACT 60CPR                ;4AA2F11;0000053;F&F                           ;    9,02;10;    19,90
974961361;0193912;8032611855634;PROSTAVIS COMPLEX 30CPS         ;4AA2F11;0000006;AQUA VIVA SRL                 ;   14,79;10;    23,50
934822937;0151974;8030243009531;PROSTEL 30CPS                   ;4AA2F11;0000084;BIOS LINE                     ;   13,28;10;    25,00
973293943;0175272;8032472022701;PROSTENIL ADVANCED 60OPR        ;4AA2F11;0000522;ABOCA SPA                     ;   17,73;10;    31,90
974021418;0180334;8428255030177;PROSTYM 30CPS                   ;4AA2F11;0000364;RUBIO                         ;   18,64;10;    32,90
950454177;0351271;8058045127246;PROSVIS 100PAST                 ;4AA2F11;0000003;GIORGINI SER-VIS SRL          ;   18,03;10;    31,80
950211678;0353162;8058045127253;PROSVIS 400PAST                 ;4AA2F11;0000004;GIORGINI SER-VIS SRL          ;   54,24;10;    94,70
950478610;0363441;             ;PROTAST FORTE 30CPS             ;4AA2F11;0000007;AQMA                          ;   16,41;10;    25,90
944136302;0218442;             ;PROTECTIN 30CPR                 ;4AA2F15;0000070;BIOGROUP SRL                  ;   16,12;10;    25,90
942921103;0216837;8429420135444;PROTECTOR LABIAL SPF30          ;6AC1D  ;0000078;ISDIN                         ;    4,54;22;    08,00
902465893;0053207;4009932652215;PROTEFIX CUSCINETTO INFER 30PZ  ;6AB6A01;0000044;SORRENTI NUNZIO               ;    5,00;22;    09,60
902465881;0053208;4009932652208;PROTEFIX CUSCINETTO SUPER 30PZ  ;6AB6A01;0000016;SORRENTI NUNZIO               ;    5,15;22;    09,60
986147054;0300104;8050762831758;PROTEGGI C 120CPR               ;4AA2F15;0000284;ALFASIGMA SPA CHC             ;   12,12;10;    24,90
974365645;0178664;8033831001696;PROTEGOL 15ML                   ;4AA2F23;0000009;ERBENOBILI                    ;    9,82;22;    15,90
933722290;0077255;8057977341058;PROTEIN BAR CRISPY 45G          ;4AX9   ;0000005;PROMO PHARMA                  ;    1,85;04;    02,90
972569216;0174723;8057977341072;PROTEIN BISK8                   ;4AX9   ;0000072;PROMO PHARMA                  ;    2,54;04;    04,70
974836114;0239534;8058456783888;PROTEIN E VIT DRINK CACAO 320GR ;4AA2F15;0000016;FARMADERBE                    ;   13,19;10;    23,00
979020827;0208547;8058268960132;PROTEINBAR CHOCO BROWNIE 50G    ;4AX9   ;0000164;NAMED SPORT                   ;    1,69;10;    03,29
934317619;0097290;8054956340156;PROTEINBAR COCONUT 50G          ;4AX9   ;0000087;NAMED SPORT                   ;    1,78;10;    03,29
973353877;0176931;8054956342259;PROTEINBAR COOKIESECREAM 50G    ;4AX9   ;0000043;NAMED SPORT                   ;    1,84;10;    03,29
935294239;0151862;8054956340132;PROTEINBAR DELICIOUS PISTACCHIO ;4AX9   ;0000039;NAMED SPORT                   ;    1,88;10;    03,29
934320033;0098049;8054956340798;PROTEINBAR WILD BERRIES 50G     ;4AX9   ;0000056;NAMED SPORT                   ;    1,76;10;    03,29
977219587;0200807;8054956344628;PROTEINBAR ZERO CACAO MAD 50G   ;4AX9   ;0000111;NAMED SPORT                   ;    2,05;10;    03,79
977219563;0200806;8054956344604;PROTEINBAR ZERO HAZELNUT 50G    ;4AX9   ;0000147;NAMED SPORT                   ;    1,91;10;    03,79
937473496;0170794;             ;PROTEND PLUS 20BST STICK PACK   ;4AA2F09;0000004;PRINCEPS                      ;   17,14;10;    27,50
980491726;0262882;             ;PROTEODIET 21BUST HERING        ;4AA2F17;0000012;HERING                        ;   41,45;10;    66,20
909972818;9972811;8028518000550;PROTESAN-MONO KIT PROTES        ;6AB6B06;0000141;FIMO                          ;   15,34;22;    26,90
907100794;7100795;8028518000680;PROTESAN-RAPIDO SET RIP DENT    ;6AB6B06;0000013;FIMO                          ;   11,83;22;    20,90
975063470;0185398;             ;PROTESCIN RETARD 20CPS          ;4AA2F12;0000013;AMG FARMACEUTICI SRL          ;   11,88;10;    18,90
988786543;0327772;8032749651344;PROTETTINA GASTRO 20STICK BUONAP;8AC2C  ;0000034;STEVE JONES VET               ;   15,51;22;    24,90
981559192;0228778;8032749651177;PROTETTINA GASTRO 30G VET       ;8AC2C  ;0000025;STEVE JONES VET               ;   14,06;22;    22,90
905351312;0038647;             ;PROTEZIONE OCUL TRASP FARMACARE ;7AD1A99;0000022;FARMACARE                     ;    2,64;22;    05,00
971021757;0160229;             ;PROTHER 10 BUSTE                ;4AA2B99;0000099;ITALFARMACO SPA               ;   20,36;10;    28,16
903541237;3541232;8033447498026;PROTHER 30 BUSTE 10G            ;4AA2B99;0000026;ITALFARMACO SPA               ;   56,88;10;    78,37
906601404;6601405;8712400748155;PROTIFAR POLV C/MIS 225G        ;4AA2B99;0000441;PRODOTTI FMC                  ;   35,87;10;    73,79
950130815;0354479;8055035870120;PROTIPULSE NEUTRO 450G          ;4AA2B99;0000006;PHARMAELLE                    ;   30,58;10;    49,90
971804568;0171955;8053303590077;PROTOCOL BONE 30BUST            ;4AA2F09;0000064;ALTAIR PHARMA                 ;   24,53;10;    36,30
989399872;0338680;3701436928056;PROTOCOLE IL PEEL A/IMPER100ML  ;6AC5I06;0000008;LIERAC                        ;   13,03;22;    21,90
989399896;0338677;3701436928117;PROTOCOLE LO STICK A/MACCH2,7G  ;6AC5X  ;0000004;LIERAC                        ;   13,01;22;    21,90
942736048;0196361;             ;PROTOFER GOCCE 15ML             ;4AA2F30;0000003;BIOTRADING SRL                ;    6,03;10;    09,90
905345359;5345350;             ;PROTON INTEG GTT 15ML           ;4AA2F15;0000314;BIOTRADING SRL                ;    9,99;10;    17,80
949874147;0348844;             ;PROTON 60CPR 2000 UI            ;4AA2F15;0000021;BIOTRADING SRL                ;    7,50;10;    12,00
973351695;0174030;8032200030152;PROTONIC S 210G                 ;4AA2B99;0000048;DUPI ITALIA                   ;   22,42;10;    30,00
973351671;0174027;8032200030145;PROTONIC S 420G                 ;4AA2B99;0000094;DUPI ITALIA                   ;   40,43;10;    55,00
906130998;6130991;8032200020115;PROTONIC 35 INTEG CACAO 300G    ;4AA2F16;0000100;DUPI ITALIA                   ;   13,75;10;    21,00
910241076;1697200;8032200020122;PROTONIC 35 INTEG VANIG 300G    ;4AA2F16;0000029;DUPI ITALIA                   ;   15,13;10;    21,00
970976344;0158105;8032200020153;PROTONIC 35 NEUTRO 300G         ;4AA2F16;0000024;DUPI ITALIA                   ;   13,95;10;    21,00
984983015;0274706;5200375399753;PROTOTYPE LIGHTENING CREAM      ;6AC5I05;0000010;LOGOFARMA                     ;   18,50;22;    31,90
984983027;0274705;5200375399661;PROTOTYPE SPIDER VEINS FACE CR  ;7BB7A  ;0000044;LOGOFARMA                     ;   18,55;22;    31,90
972525810;0173656;             ;PROTOVES M1 300ML               ;4AA2F32;0000133;BIO-STILOGIT                  ;   19,35;10;    31,80
926080161;0078432;8050880190287;PROVASEN FORTE 18 BUSTE         ;4AA2F12;0000094;ANVEST HEALTH SRL             ;   13,11;10;    24,90
931070421;0009439;8050880190553;PROVASEN 20CPR                  ;4AA2F12;0000035;ANVEST HEALTH SRL             ;    9,07;10;    16,90
985657725;0280892;8054141492363;PROVETTA STER SOTTOVUOTO 9ML SF+;7AJ1G  ;0000956;SOFARMAPIU'                   ;    0,34;22;    01,30
985657675;0280889;8054141492332;PROVETTA URINA SF+              ;7AJ1G  ;0002173;SOFARMAPIU'                   ;    0,25;22;    01,10
975063431;0184767;8050713780128;PROVIL GOCCE 10ML+STICKPACK     ;4AA2F35;0000007;HYGGE HEALTHCARE              ;   11,49;10;    17,40
980255780;0209732;8050713780067;PROVIL 14STICK                  ;4AA2F35;0000014;HYGGE HEALTHCARE              ;    9,83;10;    15,50
970283964;0155748;8053306380088;PROVISION PIERPAOLI 60CPR       ;4AA2F22;0001191;COMUNICANDO PHARMA            ;   14,84;10;    34,00
913213803;3213806;             ;PROVITA AKNE CR 30ML            ;6AC5I02;0000008;ABBATE GUALTIERO              ;   14,05;22;    21,90
950082394;0349261;             ;PROVITA AKNE DETERGENTE 250ML   ;6AC5A  ;0000017;ABBATE GUALTIERO              ;   11,01;22;    16,90
981499231;0229368;             ;PROVITA INOSIPLUS 20BUST        ;4AA2F99;0000013;ABBATE GUALTIERO              ;   14,89;10;    22,90
905562435;5562434;             ;PROVITA INTIMO DET 500ML        ;6AD5A  ;0000002;ABBATE GUALTIERO              ;   13,64;22;    21,90
970524942;0157063;             ;PROVITA MAMMA 50CPS             ;4AA2F27;0000009;ABBATE GUALTIERO              ;   19,56;10;    29,90
938087311;0004732;             ;PROXANA PLUS 15CPS MOLLI        ;4AA2F11;0000072;ALFASIGMA SPA PX              ;   14,16;10;    23,30
905820039;5820030;             ;PROXART INTEG 20BUST 5G         ;4AA2F09;0000008;PMS PHARMA                    ;   15,54;10;    25,00
939931578;9931571;             ;PROXELAN 10SUPP 2G              ;7BB1   ;0000003;QUALIFARMA                    ;   10,53;10;    16,90
971170699;0168424;8029041232128;PROXERA DOCCIA CREMA 300ML      ;6AD1   ;0000071;ICIM BIONIKE                  ;    9,49;22;    18,90
920800392;0800397;8029041232258;PROXERA EMULS CORPO 200ML       ;6AD8B  ;0000043;ICIM BIONIKE                  ;   10,26;22;    20,50
912938812;2938817;8029041232210;PROXERA EMULS CORPO 400ML       ;6AD8B  ;0000117;ICIM BIONIKE                  ;   15,67;22;    31,90
912650393;2650396;8029041231053;PROXERA LIPOGEL RILIP P/SEC 50  ;6AD9   ;0000048;ICIM BIONIKE                  ;   14,43;22;    27,90
913744658;3744651;8029041232715;PROXERA LIPOGEL RISTRUTT LAB10  ;6AC1C  ;0000072;ICIM BIONIKE                  ;    5,03;22;    10,25
971170636;0164150;8029041231114;PROXERA PSOMED 20 CREMA NORMAL  ;7BB7A  ;0000115;ICIM BIONIKE                  ;   16,20;22;    28,90
989669977;0335703;8029041230759;PROXERA PSOMED 3 SHAMPOO TRATT  ;6AA1X  ;0000211;ICIM BIONIKE                  ;   10,41;22;    19,50
971170648;0164151;8029041230919;PROXERA PSOMED 30 UNGHIE*       ;7BB7B  ;0000041;ICIM BIONIKE                  ;   13,04;22;    23,90
971170624;0164149;8029041230513;PROXERA PSOMED 40 GEL ESFO 100ML;7BB7A  ;0000093;ICIM BIONIKE                  ;   15,25;22;    27,90
913744660;3744669;8029041232814;PROXERA STICK RIPA LABBRA 4,5G  ;6AC1C  ;0000235;ICIM BIONIKE                  ;    4,05;22;    08,25
947253441;0267065;             ;PROXIMUS GOCCE 50ML             ;4AA2F26;0000003;HOMEOSERVICE                  ;   15,54;10;    24,50
925507915;0080632;             ;PROXY 30CPR RIVESTITE           ;4AA2F11;0000047;KURA SRL                      ;   14,22;10;    24,90
931007494;0012255;             ;PROYAL COMPLEX GTT OCULARI 15ML ;7BB3A  ;0000025;AGF                           ;   12,46;10;    19,70
988288623;0304809;4028691559863;PROZINC SIR INS VETE 1ML 120PZ  ;8AG2B  ;0000002;BOEHRINGER VET FRIGO          ;   28,20;22;    43,60
988927101;0332584;8050538052134;PRO2 SPRAY 20ML+14STICK         ;4AA2F26;0000112;AURORA BIOFARMA               ;   15,18;10;    24,90
974373488;0183768;8058945250150;PRUMERIS CREMA IDRAT EMOL400ML  ;6AD8B  ;0000051;FB DERMO                      ;   20,35;22;    34,00
976289470;0196830;8058945250204;PRUMERIS DETERGENTE OLEOSO      ;6AD1   ;0000005;FB DERMO                      ;   15,44;22;    25,50
800241592;024159O;8013901029652;PRUNUS SPINOSA 6CH GR CEMON     ;2AA1B03;0000010;CEMON SRL                     ;    5,22;10;    09,50
900794165;0794164;8033331430194;PRUREX-EMULS LENIT 75 ML        ;6AC5I01;0000027;PENTAMEDICAL-MI               ;    8,40;22;    16,80
985712571;0282358;3661434009686;PRURICED CREME T 100ML          ;6AD8X  ;0000091;URIAGE                        ;    8,97;22;    17,90
985712583;0283445;3661434009679;PRURICED GEL T 100ML            ;6AD8X  ;0000016;URIAGE                        ;    9,42;22;    17,90
985712595;0283446;3661434009693;PRURICED ROLL ON APAISANT T     ;6AD2   ;0000010;URIAGE                        ;    5,12;22;    10,50
943715072;0275633;             ;PSAGELAR 60PRL                  ;4AA2F11;0000134;GELAR FARMA                   ;   24,07;10;    38,00
974989307;0184262;8056598200263;PSICO UP 36CPS                  ;4AA2F31;0000006;WIKENFARMA                    ;   16,81;10;    25,30
979114079;0205631;             ;PSICOBRAIN 30CPS                ;4AA2F35;0000057;BROMATECH SRL                 ;   11,53;10;    21,00
937026197;0171049;             ;PSICOPHYT REMEDY 33A 4TUB 1,2G  ;4AX9   ;0000002;BIOGROUP SRL                  ;   11,94;10;    18,50
937026348;0171066;             ;PSICOPHYT REMEDY 40B 4TUB 1,2G  ;4AX9   ;0000002;BIOGROUP SRL                  ;   11,43;10;    18,50
937026351;0171067;             ;PSICOPHYT REMEDY 41A 4TUB 1,2G  ;4AX9   ;0000003;BIOGROUP SRL                  ;   12,20;10;    18,50
904736788;4736781;             ;PSICOPHYT REMEDY 5B BIOGR       ;4AX9   ;0000004;BIOGROUP SRL                  ;   11,63;10;    18,50
900314992;0314997;             ;PSICOPHYT 1 GTT 50ML            ;4AA2F99;0000021;BIOGROUP SRL                  ;   12,33;22;    19,50
904736598;4736591;             ;PSICOPHYT 14/A 4TB              ;4AX9   ;0000003;BIOGROUP SRL                  ;   12,20;10;    18,50
904736612;4736617;             ;PSICOPHYT 16/A 4TB              ;4AX9   ;0000006;BIOGROUP SRL                  ;   12,30;10;    18,50
904736954;4736955;             ;PSICOPHYT 16/B 4TB              ;4AX9   ;0000002;BIOGROUP SRL                  ;   12,20;10;    18,50
900315019;0315010;             ;PSICOPHYT 2 GTT 50ML            ;4AA2F99;0000035;BIOGROUP SRL                  ;   12,52;22;    19,50
904736372;4736375;             ;PSICOPHYT 3/A 4TB               ;4AX9   ;0000001;BIOGROUP SRL                  ;   11,59;10;    18,50
904736434;4736435;             ;PSICOPHYT 5/A 4TB               ;4AX9   ;0000001;BIOGROUP SRL                  ;   11,57;10;    18,50
904736802;4736807;             ;PSICOPHYT 6/B 4TB               ;4AX9   ;0000001;BIOGROUP SRL                  ;   12,90;10;    18,50
904736814;4736815;             ;PSICOPHYT 7/B 4TB               ;4AX9   ;0000001;BIOGROUP SRL                  ;   12,73;10;    18,50
904736511;4736518;             ;PSICOPHYT 9/A 4TB               ;4AX9   ;0000002;BIOGROUP SRL                  ;   12,29;10;    18,50
934842941;0104742;             ;PSICOVIT 24CPR                  ;4AA2F99;0000002;FIDANZA VITAMINICI            ;    8,52;10;    14,00
987848280;0305511;0655390183347;PSIFLOGO 30CPS                  ;4AA2F15;0000543;L&L FARMACEUTICA              ;   15,29;10;    25,00
938896279;0078075;             ;PSILLIO CUTICOLA P 100G EBV     ;3AA2A  ;0000003;ERBA VITA                     ;    4,52;22;    08,00
971197379;0168330;8056364775186;PSILLIO POLVERE 100G            ;4AA2F33;0000012;GIORGINI SER-VIS SRL          ;    7,09;10;    14,90
901292223;1292226;0767787926144;PSILLIO 60CPS 400MG FL EBV      ;4AA2F33;0000020;ERBA VITA                     ;    5,89;10;    14,20
950025421;0354416;0740111582162;PSIPROTO BISCOTTO BANANA 300G   ;4AA2F15;0000033;L&L FARMACEUTICA              ;   40,24;10;    65,00
985992775;0282199;0655390182180;PSIPROTO CACAO 300G             ;4AA2F15;0000250;L&L FARMACEUTICA              ;   39,34;10;    65,00
989983438;0351067;             ;PSIPROTO ELISIR 30CPS GASTRORE  ;4AA2F15;0000101;L&L FARMACEUTICA              ;   23,64;10;    40,00
951553546;0367153;             ;PSIPROTO FERRO 20CPR            ;4AA2F15;0000022;L&L FARMACEUTICA              ;   20,45;10;    30,00
951306240;0366409;             ;PSIPROTO FERT 30BUST            ;4AA2F38;0000010;L&L FARMACEUTICA              ;   54,55;10;    80,00
989409242;0349029;0740111579636;PSIPROTO FERT 45CPS             ;4AA2F11;0000008;L&L FARMACEUTICA              ;   34,20;10;    55,00
986488916;0282201;0655390182418;PSIPROTO FERT 90CPS             ;4AA2F11;0002486;L&L FARMACEUTICA              ;   45,94;10;    80,00
951047341;0361572;0740111581332;PSIPROTO MAMMA 40CPR GASTRORES  ;4AA2F27;0001252;L&L FARMACEUTICA              ;   22,46;10;    35,00
951047354;0361573;0740111581325;PSIPROTO MAMMA100CPR GASTRORES  ;4AA2F27;0000008;L&L FARMACEUTICA              ;   38,25;10;    60,00
987043698;0285856;0655390182890;PSIPROTO NOCCIOLA 300G          ;4AA2F15;0000072;L&L FARMACEUTICA              ;   38,80;10;    65,00
985992787;0282200;0655390182173;PSIPROTO VANIGLIA 300G          ;4AA2F15;0000032;L&L FARMACEUTICA              ;   39,34;10;    65,00
989983426;0347011;0740111582186;PSIPROTO VIT PLUS 90CPS         ;4AA2F15;0000089;L&L FARMACEUTICA              ;   35,18;10;    60,00
987848278;0308623;0655390183330;PSIPROTOLIFE 30CPS              ;4AA2F35;0000125;L&L FARMACEUTICA              ;   17,88;10;    30,00
988341424;0308532;8053800040129;PSOCURE MED DETERGENTE 250ML    ;6AD1   ;0000001;SORRENTI NUNZIO               ;   20,68;22;    36,00
935293872;0154321;8052011500026;PSORAXIL ORO 30CPR              ;4AA2F09;0000008;LISMI                         ;   13,02;10;    21,00
988027850;0324061;3770025839004;PSORIASIS XERIAL DM 200ML       ;7BB7A  ;0000066;SVR                           ;   14,20;22;    30,00
973320245;0177306;             ;PSORIN 60PRL                    ;4AA2F21;0000010;SF GROUP SIKELIA              ;   18,11;10;    26,00
904106996;4106993;             ;PSORIN-SCULP FLUID SH 200ML     ;6AA1X  ;0000008;SF GROUP SIKELIA              ;   13,12;22;    19,90
938751575;0167642;8470001531360;PSORISDIN CREMA 50ML            ;6AD8X  ;0000027;ISDIN                         ;    9,69;22;    15,90
945110930;0288991;8429420245976;PSORISDIN EMOLLIENT LOTION      ;6AD8B  ;0000010;ISDIN                         ;   15,95;22;    24,90
938751599;0167641;8470001531353;PSORISDIN IGIENE CRP 500ML      ;6AD8X  ;0000013;ISDIN                         ;   12,16;22;    19,90
912165141;0092138;8032542092535;PSYCHO EMOTIONAL 3 STANCH MENT  ;3AC2A05;0000001;DI LEO LAB.                   ;    6,78;22;    12,00
985989882;0282098;8059173430239;PSYLLIUM BASE POLVERE 200G      ;4AA2F33;0000008;AVD REFORM                    ;   12,71;10;    19,90
904239910;4239919;             ;PSYLLOGEL ARANC ROSSE POLV 170G ;4AA2F33;0001916;NATHURA                       ;    9,28;10;    16,65
902549652;2549657;             ;PSYLLOGEL ARANC ROSSE 20BS      ;4AA2F33;0002643;NATHURA                       ;    7,30;10;    13,00
985668540;0282978;             ;PSYLLOGEL FAST F 147G           ;4AA2F33;0000450;NATHURA                       ;    7,93;10;    13,95
985668553;0282976;             ;PSYLLOGEL FIBRA NEUTRO 90G      ;4AA2F33;0000365;NATHURA                       ;    7,31;10;    13,00
935131223;0155675;             ;PSYLLOGEL FIBRA POMP RA 170G    ;4AA2F33;0000144;NATHURA                       ;    9,49;10;    16,65
935131235;0154611;             ;PSYLLOGEL FIBRA POMP RA 20BUST  ;4AA2F33;0000030;NATHURA                       ;    7,38;10;    13,00
904239961;4239968;             ;PSYLLOGEL FRAGOLA POLV 170G     ;4AA2F33;0000108;NATHURA                       ;    9,50;10;    16,65
909748675;9748674;             ;PSYLLOGEL FRAGOLA 20BS          ;4AA2F33;0000505;NATHURA                       ;    7,30;10;    13,00
944786983;0231830;             ;PSYLLOGEL GONFIORE PESCA10BUST  ;4AA2F33;0000408;NATHURA                       ;   10,14;10;    17,85
934759539;0104764;             ;PSYLLOGEL MEGAFERM 24 12BS      ;4AA2F35;0000815;NATHURA                       ;    9,73;10;    17,35
903555112;3555117;8057741840992;PSYLLOPLUS-ARANCIA 40 BS        ;4AA2F33;0000017;POOL-PHARMA                   ;   11,17;10;    18,90
902578549;0025415;8059300781418;PS19 DOCCIASH 200ML MAGENTINA   ;3AD2   ;0000006;ERBORISTERIA MAGENTINA        ;    8,74;22;    15,90
902329984;232998F;8059300781425;PS19 LOZIONE 100ML              ;3AC3A99;0000001;ERBORISTERIA MAGENTINA        ;    8,42;22;    15,50
924099106;0046116;8059300781401;PS19 POMATA DM 100ML MAGENT<    ;7BB7A  ;0000027;ERBORISTERIA MAGENTINA        ;   10,00;22;    17,90
920530286;0530283;3337871321994;PT DEMAQ 3EN1 300ML             ;6AC5A  ;0000031;L'OREAL VICHY                 ;   13,12;22;    24,99
935605271;5605278;             ;PT ENERGY SYSTEM 30CPR 24G      ;4AA2F99;0000013;GHEOS                         ;   13,89;10;    22,00
926409350;0103116;3337871330569;PT LOTION P/N/M F200MLD/I       ;6AC5A  ;0000049;L'OREAL VICHY                 ;   10,35;22;    19,99
989897347;0348977;             ;PUELLAE 30CPS MOLLI             ;4AA2F28;0000010;CIEFFE DERMA                  ;   11,39;10;    17,50
901074310;1074319;             ;PUERVIT INTEG 10 FLAC OS        ;4AA2F15;0000017;AGIPS GOWELL                  ;    9,84;10;    15,80
980682254;0221650;5400433273005;PUFAGENICS FORTE 60CPS          ;4AA2F99;0000021;METAGENICS BELGIUM            ;   38,35;10;    69,00
922929916;0051277;5400433156735;PUFAGENICS ITA 30CPS            ;4AA2F12;0000028;METAGENICS BELGIUM            ;   12,79;10;    23,00
922929928;0077242;5400433156742;PUFAGENICS ITA 90CPS            ;4AA2F12;0000002;METAGENICS BELGIUM            ;   33,03;10;    59,50
926231390;0096916;5400433180730;PUFAGENICS LIQUID LIMONE 210ML  ;4AA2F12;0000010;METAGENICS BELGIUM            ;   20,81;10;    37,50
974036713;0178291;             ;PUFATECH 100PRL                 ;4AA2F12;0000055;PIEMME PHARMATECH             ;   23,07;10;    40,00
902887191;2887198;8032185020216;PULMOSOL INTEGR LIQ 50ML        ;4AA2F10;0000056;HERBOPLANET                   ;   11,98;22;    22,50
802458327;0172118;             ;PULPA DENTIS COMPOSITUM 10FL    ;2AE1X  ;0000002;GUNA SPA                      ;   30,29;10;    44,50
800164459;016445O;             ;PULSATILLA COMP 10FL HEEL       ;2AB1X  ;0000021;GUNA SPA                      ;   24,40;10;    38,00
048834889;0286411;             ;PULSATILLA PRAT DYN*30LM GL     ;V03AX  ;0000003;CEMON SRL                     ;    7,27;10;    13,00
048833382;0276965;             ;PULSATILLA PRAT 30CH GRANULI N/F;V03AX  ;0000008;CEMON SRL                     ;    5,47;10;    09,50
881496246;0138717;8013901650573;PULSATILLA PRATEN MCH GR CEMON  ;2AA1B03;0000004;CEMON SRL                     ;    7,80;10;    14,50
800282067;028206O;             ;PULSATILLA 24LM GTT ARCANA      ;2AA3A  ;0000002;SIMILIA PHONIX                ;   18,76;10;    26,60
800282030;140420I;             ;PULSATILLA 6LM GTT ARCANA       ;2AA3A  ;0000001;SIMILIA PHONIX                ;   16,26;10;    23,90
046477372;0201378;             ;PULSATILLA*200K 80GR 4G BO      ;V03AX  ;0000003;BOIRON SRL                    ;    4,14;10;    08,10
046477295;0205036;             ;PULSATILLA*30CH 80GR 4G BO      ;V03AX  ;0000023;BOIRON SRL                    ;    3,92;10;    07,90
973923081;0208556;8023279350722;PULSOSSIMETRO DA DITO OXY-2     ;7AA1F  ;0003649;GIMA                          ;    8,44;05;    23,68
989927746;0336186;6933257922969;PULSOSSIMETRO DITO SF+          ;7AA1F  ;0000921;SOFARMAPIU'                   ;    9,64;05;    21,90
924994736;0224746;8023279350906;PULSOSSIMETRO OXY-3             ;7AA1F  ;0000087;GIMA                          ;   10,90;05;    25,41
938733882;8733887;             ;PULVISED GTT FL 50ML            ;4AA2F32;0000015;LEGREN                        ;   10,99;10;    18,00
904455019;4455010;             ;PULVISED INTEG 30CPR            ;4AA2F32;0000004;LEGREN                        ;   10,82;10;    18,00
984561389;0287053;8058363619553;PUMILENE DISINFETTANTE 250ML    ;7MA2A  ;0000077;MONTEFARMACO  SPA             ;    3,81;22;    08,40
930921491;0009580;8058363612684;PUMILENE GOLA BALSAMIC 24PAST   ;4AA2F23;0000060;MONTEFARMACO  SPA             ;    2,97;10;    07,90
931025605;0009581;8058363612660;PUMILENE GOLA MIELE/LIM 24PAST  ;4AA2F23;0000128;MONTEFARMACO  SPA             ;    3,11;10;    07,90
988673036;0334899;8058363621839;PUMILENE RESP FLU S/Z 12BUST    ;4AA2F10;0000019;MONTEFARMACO  SPA             ;    5,50;10;    10,90
982990487;0264261;8058363618662;PUMILENE RESPIRO CARAM EUCALIP  ;4AX1   ;0000072;MONTEFARMACO  SPA             ;    3,98;10;    07,90
939067296;0176186;8058363616316;PUMILENE VAPO ACARICIDA 400ML   ;7NA3   ;0000099;MONTEFARMACO  SPA             ;    4,12;22;    09,40
934551995;0101224;8058363615968;PUMILENE VAPO AGRUM AIR CONC    ;7NA3   ;0000044;MONTEFARMACO  SPA             ;    4,04;22;    08,20
